,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM
78,29.921,28.09,29.93,37.25,63.51,37.25,22.59,23.2,47.63,62.901,31.75,65.95,53.13,52.51,48.85,50.69,48.85,29.92,29.921,47.63,29.921,28.09,29.93,37.25,63.51,37.25,22.59,23.2,47.63,62.901,31.75,65.95,53.13,52.51,48.85,50.69,48.85,29.92,29.921,47.63
79,29.311,27.48,29.93,37.25,63.51,37.86,23.81,23.2,47.02,62.901,32.36,66.56,53.13,52.51,48.85,50.69,49.46,29.92,29.311,47.02,29.311,27.48,29.93,37.25,63.51,37.86,23.81,23.2,47.02,62.901,32.36,66.56,53.13,52.51,48.85,50.69,49.46,29.92,29.311,47.02
80,29.311,28.09,29.93,37.25,64.12,37.86,25.04,23.82,47.02,62.291,32.36,65.95,53.13,51.9,49.47,51.3,49.46,29.92,29.311,47.02,29.311,28.09,29.93,37.25,64.12,37.86,25.04,23.82,47.02,62.291,32.36,65.95,53.13,51.9,49.47,51.3,49.46,29.92,29.311,47.02
81,29.921,27.48,30.54,37.25,64.73,37.25,25.65,23.82,46.4,62.291,32.36,66.56,54.35,52.51,49.47,51.3,49.46,30.53,29.921,46.4,29.921,27.48,30.54,37.25,64.73,37.25,25.65,23.82,46.4,62.291,32.36,66.56,54.35,52.51,49.47,51.3,49.46,30.53,29.921,46.4
82,29.921,28.09,30.54,37.25,64.73,37.86,26.26,24.43,47.02,62.291,32.98,67.17,54.35,52.51,50.08,51.91,50.69,29.92,29.921,47.02,29.921,28.09,30.54,37.25,64.73,37.86,26.26,24.43,47.02,62.291,32.98,67.17,54.35,52.51,50.08,51.91,50.69,29.92,29.921,47.02
83,29.311,28.09,31.15,37.25,64.73,38.47,26.87,24.43,46.4,61.68,32.98,67.17,53.74,52.51,50.08,51.91,50.69,31.14,29.311,46.4,29.311,28.09,31.15,37.25,64.73,38.47,26.87,24.43,46.4,61.68,32.98,67.17,53.74,52.51,50.08,51.91,50.69,31.14,29.311,46.4
84,29.921,28.09,31.15,37.25,65.34,38.47,28.09,25.04,45.79,61.069,33.59,67.79,55.57,52.51,50.69,51.91,50.69,29.92,29.921,45.79,29.921,28.09,31.15,37.25,65.34,38.47,28.09,25.04,45.79,61.069,33.59,67.79,55.57,52.51,50.69,51.91,50.69,29.92,29.921,45.79
85,29.311,28.09,31.15,37.25,65.34,38.47,28.7,25.04,45.18,61.069,33.59,67.79,56.18,52.51,50.69,52.52,50.69,30.53,29.311,45.18,29.311,28.09,31.15,37.25,65.34,38.47,28.7,25.04,45.18,61.069,33.59,67.79,56.18,52.51,50.69,52.52,50.69,30.53,29.311,45.18
86,29.311,27.48,31.15,37.25,65.34,38.47,29.92,25.65,45.79,60.459,33.59,68.4,56.18,52.51,50.69,52.52,51.3,30.53,29.311,45.79,29.311,27.48,31.15,37.25,65.34,38.47,29.92,25.65,45.79,60.459,33.59,68.4,56.18,52.51,50.69,52.52,51.3,30.53,29.311,45.79
87,29.311,28.09,31.76,37.25,65.95,38.47,31.14,26.26,45.79,60.459,33.59,68.4,56.18,52.51,50.69,53.13,51.91,29.92,29.311,45.79,29.311,28.09,31.76,37.25,65.95,38.47,31.14,26.26,45.79,60.459,33.59,68.4,56.18,52.51,50.69,53.13,51.91,29.92,29.311,45.79
88,29.311,28.09,31.76,37.25,65.34,38.47,31.14,26.87,45.18,60.459,33.59,67.79,57.4,53.12,51.3,52.52,51.91,29.31,29.311,45.18,29.311,28.09,31.76,37.25,65.34,38.47,31.14,26.87,45.18,60.459,33.59,67.79,57.4,53.12,51.3,52.52,51.91,29.31,29.311,45.18
89,29.311,28.09,31.76,37.25,65.34,38.47,32.36,26.87,45.18,59.848,33.59,67.79,57.4,53.12,50.69,52.52,51.3,29.92,29.311,45.18,29.311,28.09,31.76,37.25,65.34,38.47,32.36,26.87,45.18,59.848,33.59,67.79,57.4,53.12,50.69,52.52,51.3,29.92,29.311,45.18
90,28.701,28.09,31.76,37.25,65.95,38.47,33.58,26.26,45.18,59.24,34.2,68.4,58.01,53.12,51.3,52.52,51.3,29.31,28.701,45.18,28.701,28.09,31.76,37.25,65.95,38.47,33.58,26.26,45.18,59.24,34.2,68.4,58.01,53.12,51.3,52.52,51.3,29.31,28.701,45.18
91,28.701,27.48,32.368,37.25,65.34,38.47,34.2,26.87,44.57,59.24,34.2,68.4,58.01,53.12,51.3,52.52,51.3,29.92,28.701,44.57,28.701,27.48,32.368,37.25,65.34,38.47,34.2,26.87,44.57,59.24,34.2,68.4,58.01,53.12,51.3,52.52,51.3,29.92,28.701,44.57
92,28.701,28.09,32.368,37.25,65.95,39.08,34.81,26.87,44.57,59.24,34.2,67.79,58.01,53.12,51.3,52.52,51.3,29.92,28.701,44.57,28.701,28.09,32.368,37.25,65.95,39.08,34.81,26.87,44.57,59.24,34.2,67.79,58.01,53.12,51.3,52.52,51.3,29.92,28.701,44.57
93,28.701,27.48,32.368,37.25,65.34,38.47,35.42,27.48,44.57,58.63,34.2,68.4,58.01,53.73,51.3,53.13,51.91,29.31,28.701,44.57,28.701,27.48,32.368,37.25,65.34,38.47,35.42,27.48,44.57,58.63,34.2,68.4,58.01,53.73,51.3,53.13,51.91,29.31,28.701,44.57
94,28.701,27.48,32.979,37.25,65.95,39.08,37.249,27.48,44.57,58.02,34.81,69.01,58.62,53.73,51.3,53.13,51.3,29.31,28.701,44.57,28.701,27.48,32.979,37.25,65.95,39.08,37.249,27.48,44.57,58.02,34.81,69.01,58.62,53.73,51.3,53.13,51.3,29.31,28.701,44.57
95,28.091,27.48,32.368,36.64,65.34,38.47,37.249,27.48,43.96,58.02,34.2,69.01,59.24,53.73,51.91,53.13,51.91,28.7,28.091,43.96,28.091,27.48,32.368,36.64,65.34,38.47,37.249,27.48,43.96,58.02,34.2,69.01,59.24,53.73,51.91,53.13,51.91,28.7,28.091,43.96
96,27.481,28.09,32.979,37.25,65.95,39.08,38.47,28.09,43.96,57.41,34.81,69.62,59.24,53.73,51.3,53.13,51.91,28.7,27.481,43.96,27.481,28.09,32.979,37.25,65.95,39.08,38.47,28.09,43.96,57.41,34.81,69.62,59.24,53.73,51.3,53.13,51.91,28.7,27.481,43.96
97,27.481,28.09,32.979,37.25,65.95,39.69,38.47,28.09,43.35,58.02,34.2,69.62,59.24,53.73,51.91,53.13,51.91,28.7,27.481,43.35,27.481,28.09,32.979,37.25,65.95,39.69,38.47,28.09,43.35,58.02,34.2,69.62,59.24,53.73,51.91,53.13,51.91,28.7,27.481,43.35
98,28.091,28.09,32.979,37.25,65.34,39.69,39.691,28.09,43.35,57.41,34.81,69.62,59.24,53.12,51.91,53.74,51.91,28.09,28.091,43.35,28.091,28.09,32.979,37.25,65.34,39.69,39.691,28.09,43.35,57.41,34.81,69.62,59.24,53.12,51.91,53.74,51.91,28.09,28.091,43.35
99,27.481,27.48,32.979,37.86,65.34,39.69,40.302,28.09,43.96,56.79,34.81,69.62,59.24,53.73,51.3,53.74,51.91,28.09,27.481,43.96,27.481,27.48,32.979,37.86,65.34,39.69,40.302,28.09,43.96,56.79,34.81,69.62,59.24,53.73,51.3,53.74,51.91,28.09,27.481,43.96
100,27.481,27.48,33.589,37.86,65.34,39.69,40.91,28.09,43.35,57.41,34.81,69.62,60.46,54.35,51.91,53.74,52.52,28.09,27.481,43.35,27.481,27.48,33.589,37.86,65.34,39.69,40.91,28.09,43.35,57.41,34.81,69.62,60.46,54.35,51.91,53.74,52.52,28.09,27.481,43.35
101,27.481,27.48,33.589,37.86,65.34,39.69,41.52,28.09,43.35,56.79,34.81,70.23,59.85,54.35,51.91,53.74,54.35,28.09,27.481,43.35,27.481,27.48,33.589,37.86,65.34,39.69,41.52,28.09,43.35,56.79,34.81,70.23,59.85,54.35,51.91,53.74,54.35,28.09,27.481,43.35
102,26.871,27.48,34.2,37.86,65.34,39.69,42.74,28.09,43.35,56.18,34.81,70.23,59.85,53.12,52.52,54.35,54.35,27.47,26.871,43.35,26.871,27.48,34.2,37.86,65.34,39.69,42.74,28.09,43.35,56.18,34.81,70.23,59.85,53.12,52.52,54.35,54.35,27.47,26.871,43.35
103,26.871,28.09,33.589,37.86,64.73,40.31,42.74,27.48,43.35,56.18,35.42,69.62,60.46,54.35,51.91,54.35,54.35,27.47,26.871,43.35,26.871,28.09,33.589,37.86,64.73,40.31,42.74,27.48,43.35,56.18,35.42,69.62,60.46,54.35,51.91,54.35,54.35,27.47,26.871,43.35
104,26.871,28.09,34.2,37.86,64.73,39.69,43.97,28.09,43.35,56.18,34.81,69.62,60.46,53.73,51.3,54.35,54.35,27.47,26.871,43.35,26.871,28.09,34.2,37.86,64.73,39.69,43.97,28.09,43.35,56.18,34.81,69.62,60.46,53.73,51.3,54.35,54.35,27.47,26.871,43.35
105,26.871,27.48,34.2,37.86,64.73,40.31,43.97,28.09,42.74,55.57,35.42,69.62,60.46,54.35,51.91,53.74,54.35,27.47,26.871,42.74,26.871,27.48,34.2,37.86,64.73,40.31,43.97,28.09,42.74,55.57,35.42,69.62,60.46,54.35,51.91,53.74,54.35,27.47,26.871,42.74
106,26.871,27.48,34.811,37.86,64.73,40.31,44.58,28.09,42.74,55.57,34.81,69.62,61.07,53.73,51.91,54.35,54.35,27.47,26.871,42.74,26.871,27.48,34.811,37.86,64.73,40.31,44.58,28.09,42.74,55.57,34.81,69.62,61.07,53.73,51.91,54.35,54.35,27.47,26.871,42.74
107,26.261,27.48,34.811,37.86,64.73,39.69,45.8,28.09,42.13,54.96,34.81,69.62,60.46,54.35,51.91,54.96,54.35,27.47,26.261,42.13,26.261,27.48,34.811,37.86,64.73,39.69,45.8,28.09,42.13,54.96,34.81,69.62,60.46,54.35,51.91,54.96,54.35,27.47,26.261,42.13
108,26.261,27.48,34.811,37.86,64.73,40.92,45.8,28.7,42.13,54.35,34.81,69.62,60.46,54.96,51.91,54.35,54.35,26.86,26.261,42.13,26.261,27.48,34.811,37.86,64.73,40.92,45.8,28.7,42.13,54.35,34.81,69.62,60.46,54.96,51.91,54.35,54.35,26.86,26.261,42.13
109,26.261,26.87,34.811,37.86,64.73,40.31,46.41,28.09,42.13,54.35,34.81,69.62,60.46,54.35,51.3,54.96,54.35,26.86,26.261,42.13,26.261,26.87,34.811,37.86,64.73,40.31,46.41,28.09,42.13,54.35,34.81,69.62,60.46,54.35,51.3,54.96,54.35,26.86,26.261,42.13
110,26.261,27.48,35.421,37.86,64.12,40.31,46.41,28.09,41.52,54.35,35.42,69.62,61.68,54.35,51.91,55.57,53.74,26.25,26.261,41.52,26.261,27.48,35.421,37.86,64.12,40.31,46.41,28.09,41.52,54.35,35.42,69.62,61.68,54.35,51.91,55.57,53.74,26.25,26.261,41.52
111,25.651,27.48,35.421,37.25,63.51,40.31,47.02,28.09,42.13,53.74,34.81,69.01,61.68,54.96,51.3,54.96,54.35,26.25,25.651,42.13,25.651,27.48,35.421,37.25,63.51,40.31,47.02,28.09,42.13,53.74,34.81,69.01,61.68,54.96,51.3,54.96,54.35,26.25,25.651,42.13
112,25.651,27.48,35.421,37.86,63.51,40.92,47.63,28.09,41.52,53.13,34.81,69.62,61.68,54.35,51.3,54.96,53.74,26.25,25.651,41.52,25.651,27.48,35.421,37.86,63.51,40.92,47.63,28.09,41.52,53.13,34.81,69.62,61.68,54.35,51.3,54.96,53.74,26.25,25.651,41.52
113,25.651,26.87,35.421,37.86,63.51,40.31,47.63,28.09,42.13,52.52,34.81,69.62,61.68,54.35,51.3,54.96,53.74,25.64,25.651,42.13,25.651,26.87,35.421,37.86,63.51,40.31,47.63,28.09,42.13,52.52,34.81,69.62,61.68,54.35,51.3,54.96,53.74,25.64,25.651,42.13
114,25.041,26.87,35.421,38.47,62.9,40.92,47.63,28.09,41.52,52.52,34.81,69.62,61.68,54.96,51.3,54.96,53.74,25.03,25.041,41.52,25.041,26.87,35.421,38.47,62.9,40.92,47.63,28.09,41.52,52.52,34.81,69.62,61.68,54.96,51.3,54.96,53.74,25.03,25.041,41.52
115,25.041,26.87,36.032,37.86,62.9,40.92,48.24,28.7,41.52,51.91,34.81,69.62,61.68,54.96,51.3,54.96,53.74,24.42,25.041,41.52,25.041,26.87,36.032,37.86,62.9,40.92,48.24,28.7,41.52,51.91,34.81,69.62,61.68,54.96,51.3,54.96,53.74,24.42,25.041,41.52
116,25.651,26.25,36.032,37.25,62.9,40.92,48.85,28.7,40.91,51.91,34.81,69.62,61.68,54.35,50.69,55.57,53.74,24.42,25.651,40.91,25.651,26.25,36.032,37.25,62.9,40.92,48.85,28.7,40.91,51.91,34.81,69.62,61.68,54.35,50.69,55.57,53.74,24.42,25.651,40.91
117,25.041,26.87,36.032,37.86,62.29,40.92,48.85,28.7,41.52,51.3,34.81,69.62,62.29,54.96,51.3,56.18,53.13,24.42,25.041,41.52,25.041,26.87,36.032,37.86,62.29,40.92,48.85,28.7,41.52,51.3,34.81,69.62,62.29,54.96,51.3,56.18,53.13,24.42,25.041,41.52
118,24.431,26.25,36.64,37.86,62.29,40.92,48.85,28.7,40.91,51.3,34.81,69.62,61.68,54.96,50.69,55.57,53.74,23.2,24.431,40.91,24.431,26.25,36.64,37.86,62.29,40.92,48.85,28.7,40.91,51.3,34.81,69.62,61.68,54.96,50.69,55.57,53.74,23.2,24.431,40.91
119,24.431,25.64,36.64,37.86,62.29,40.92,49.46,29.31,40.91,50.69,34.81,69.62,61.68,54.35,50.69,56.18,53.13,23.2,24.431,40.91,24.431,25.64,36.64,37.86,62.29,40.92,49.46,29.31,40.91,50.69,34.81,69.62,61.68,54.35,50.69,56.18,53.13,23.2,24.431,40.91
120,24.431,25.64,36.64,37.25,62.29,41.53,49.46,28.09,40.91,50.08,34.81,69.62,61.68,54.35,50.69,55.57,53.13,23.2,24.431,40.91,24.431,25.64,36.64,37.25,62.29,41.53,49.46,28.09,40.91,50.08,34.81,69.62,61.68,54.35,50.69,55.57,53.13,23.2,24.431,40.91
121,23.811,25.64,36.64,37.86,61.68,41.53,50.07,28.7,40.91,50.69,34.81,69.62,61.68,54.96,51.3,56.18,53.13,23.2,23.811,40.91,23.811,25.64,36.64,37.86,61.68,41.53,50.07,28.7,40.91,50.69,34.81,69.62,61.68,54.96,51.3,56.18,53.13,23.2,23.811,40.91
122,23.811,25.64,37.25,37.25,61.68,42.14,50.07,28.7,40.91,50.08,35.42,69.62,61.68,54.96,50.69,55.57,52.52,22.59,23.811,40.91,23.811,25.64,37.25,37.25,61.68,42.14,50.07,28.7,40.91,50.08,35.42,69.62,61.68,54.96,50.69,55.57,52.52,22.59,23.811,40.91
123,23.201,25.03,36.64,37.86,61.07,41.53,50.07,28.7,40.3,49.47,34.2,69.62,62.29,54.96,50.69,56.18,53.13,22.59,23.201,40.3,23.201,25.03,36.64,37.86,61.07,41.53,50.07,28.7,40.3,49.47,34.2,69.62,62.29,54.96,50.69,56.18,53.13,22.59,23.201,40.3
124,23.201,25.03,37.25,37.86,60.46,42.14,50.68,28.09,40.3,49.47,34.2,69.01,61.68,54.96,50.69,55.57,53.13,22.59,23.201,40.3,23.201,25.03,37.25,37.86,60.46,42.14,50.68,28.09,40.3,49.47,34.2,69.01,61.68,54.96,50.69,55.57,53.13,22.59,23.201,40.3
125,23.201,25.64,37.86,37.25,60.46,42.75,50.68,28.09,40.3,49.47,34.81,68.4,62.9,54.96,50.69,54.96,53.13,21.98,23.201,40.3,23.201,25.64,37.86,37.25,60.46,42.75,50.68,28.09,40.3,49.47,34.81,68.4,62.9,54.96,50.69,54.96,53.13,21.98,23.201,40.3
126,23.201,25.03,37.25,37.86,59.85,42.75,50.68,28.09,39.69,48.86,34.2,69.01,62.9,54.96,50.08,54.96,51.91,21.37,23.201,39.69,23.201,25.03,37.25,37.86,59.85,42.75,50.68,28.09,39.69,48.86,34.2,69.01,62.9,54.96,50.08,54.96,51.91,21.37,23.201,39.69
127,23.201,25.64,37.86,38.47,59.85,42.75,50.68,28.09,40.3,48.86,34.2,69.01,63.51,54.96,50.08,55.57,52.52,20.76,23.201,40.3,23.201,25.64,37.86,38.47,59.85,42.75,50.68,28.09,40.3,48.86,34.2,69.01,63.51,54.96,50.08,55.57,52.52,20.76,23.201,40.3
128,23.201,25.03,37.86,37.86,59.23,42.14,50.68,27.48,39.69,48.25,34.2,68.4,62.9,55.57,49.47,55.57,51.91,20.76,23.201,39.69,23.201,25.03,37.86,37.86,59.23,42.14,50.68,27.48,39.69,48.25,34.2,68.4,62.9,55.57,49.47,55.57,51.91,20.76,23.201,39.69
129,22.591,25.64,38.47,38.47,59.23,42.75,50.68,26.87,39.69,48.25,34.2,69.01,63.51,54.96,49.47,55.57,51.91,20.15,22.591,39.69,22.591,25.64,38.47,38.47,59.23,42.75,50.68,26.87,39.69,48.25,34.2,69.01,63.51,54.96,49.47,55.57,51.91,20.15,22.591,39.69
130,21.981,25.64,39.09,38.47,59.23,42.14,50.68,27.48,39.69,48.25,34.2,69.01,63.51,54.35,48.85,55.57,51.3,20.15,21.981,39.69,21.981,25.64,39.09,38.47,59.23,42.14,50.68,27.48,39.69,48.25,34.2,69.01,63.51,54.35,48.85,55.57,51.3,20.15,21.981,39.69
131,21.981,25.03,37.86,37.86,58.62,42.75,50.68,26.87,39.69,47.64,33.59,68.4,62.9,54.35,49.47,55.57,50.69,19.54,21.981,39.69,21.981,25.03,37.86,37.86,58.62,42.75,50.68,26.87,39.69,47.64,33.59,68.4,62.9,54.35,49.47,55.57,50.69,19.54,21.981,39.69
132,21.981,25.03,39.09,37.86,58.01,43.97,51.9,27.48,40.3,47.64,34.2,67.79,62.29,54.35,49.47,54.96,50.69,20.15,21.981,40.3,21.981,25.03,39.09,37.86,58.01,43.97,51.9,27.48,40.3,47.64,34.2,67.79,62.29,54.35,49.47,54.96,50.69,20.15,21.981,40.3
133,21.371,25.64,39.09,38.47,58.01,42.75,50.68,26.87,40.3,47.02,34.2,67.79,62.29,54.35,48.85,54.96,50.69,18.93,21.371,40.3,21.371,25.64,39.09,38.47,58.01,42.75,50.68,26.87,40.3,47.02,34.2,67.79,62.29,54.35,48.85,54.96,50.69,18.93,21.371,40.3
134,21.371,25.03,39.09,38.47,57.4,43.36,51.29,26.87,40.3,47.02,33.59,67.79,62.29,53.73,48.24,55.57,50.07,18.93,21.371,40.3,21.371,25.03,39.09,38.47,57.4,43.36,51.29,26.87,40.3,47.02,33.59,67.79,62.29,53.73,48.24,55.57,50.07,18.93,21.371,40.3
135,21.371,25.03,39.09,37.86,56.792,42.75,51.29,26.87,39.69,47.02,33.59,67.17,61.68,54.35,48.24,54.35,50.07,18.93,21.371,39.69,21.371,25.03,39.09,37.86,56.792,42.75,51.29,26.87,39.69,47.02,33.59,67.17,61.68,54.35,48.24,54.35,50.07,18.93,21.371,39.69
136,21.371,25.03,39.7,37.86,56.181,43.36,51.29,27.48,40.3,45.8,33.59,66.56,61.68,53.73,48.24,54.96,49.46,18.93,21.371,40.3,21.371,25.03,39.7,37.86,56.181,43.36,51.29,27.48,40.3,45.8,33.59,66.56,61.68,53.73,48.24,54.96,49.46,18.93,21.371,40.3
137,20.761,24.42,39.09,38.47,56.181,43.97,51.29,27.48,40.3,45.8,33.59,67.17,61.68,53.12,48.24,54.96,48.85,18.31,20.761,40.3,20.761,24.42,39.09,38.47,56.181,43.97,51.29,27.48,40.3,45.8,33.59,67.17,61.68,53.12,48.24,54.96,48.85,18.31,20.761,40.3
138,20.761,24.42,40.31,37.86,56.181,43.36,51.29,26.87,39.69,45.8,33.59,66.56,62.29,53.73,47.63,54.35,48.85,18.31,20.761,39.69,20.761,24.42,40.31,37.86,56.181,43.36,51.29,26.87,39.69,45.8,33.59,66.56,62.29,53.73,47.63,54.35,48.85,18.31,20.761,39.69
139,20.761,24.42,39.09,38.47,54.96,43.97,51.29,26.26,39.69,45.8,32.98,67.17,62.9,53.12,47.63,54.35,48.24,17.7,20.761,39.69,20.761,24.42,39.09,38.47,54.96,43.97,51.29,26.26,39.69,45.8,32.98,67.17,62.9,53.12,47.63,54.35,48.24,17.7,20.761,39.69
140,20.151,23.81,39.7,37.86,54.96,43.97,51.29,26.87,39.69,45.19,32.98,66.56,62.9,53.12,47.63,54.35,48.85,17.7,20.151,39.69,20.151,23.81,39.7,37.86,54.96,43.97,51.29,26.87,39.69,45.19,32.98,66.56,62.9,53.12,47.63,54.35,48.85,17.7,20.151,39.69
141,20.151,24.42,40.31,38.47,54.349,44.58,51.29,26.26,39.69,45.19,32.98,66.56,62.9,52.51,47.02,54.96,48.24,16.48,20.151,39.69,20.151,24.42,40.31,38.47,54.349,44.58,51.29,26.26,39.69,45.19,32.98,66.56,62.9,52.51,47.02,54.96,48.24,16.48,20.151,39.69
142,20.151,23.81,40.31,38.47,53.739,43.36,51.29,26.26,39.08,43.97,33.59,66.56,62.9,52.51,47.02,54.96,48.24,16.48,20.151,39.08,20.151,23.81,40.31,38.47,53.739,43.36,51.29,26.26,39.08,43.97,33.59,66.56,62.9,52.51,47.02,54.96,48.24,16.48,20.151,39.08
143,20.151,24.42,40.31,37.86,53.128,43.97,50.68,26.26,39.69,43.97,33.59,66.56,62.29,51.29,47.02,54.35,47.63,15.87,20.151,39.69,20.151,24.42,40.31,37.86,53.128,43.97,50.68,26.26,39.69,43.97,33.59,66.56,62.29,51.29,47.02,54.35,47.63,15.87,20.151,39.69
144,19.541,23.81,40.31,38.47,53.128,43.97,50.68,26.87,39.69,43.97,32.36,66.56,62.29,51.9,46.41,54.35,47.63,15.87,19.541,39.69,19.541,23.81,40.31,38.47,53.128,43.97,50.68,26.87,39.69,43.97,32.36,66.56,62.29,51.9,46.41,54.35,47.63,15.87,19.541,39.69
145,19.541,23.81,40.92,38.47,52.52,44.58,51.29,26.26,39.08,43.97,32.36,65.95,62.29,51.9,46.41,54.35,47.02,15.26,19.541,39.08,19.541,23.81,40.92,38.47,52.52,44.58,51.29,26.26,39.08,43.97,32.36,65.95,62.29,51.9,46.41,54.35,47.02,15.26,19.541,39.08
146,19.541,23.81,40.92,38.47,51.91,44.58,51.29,26.26,39.69,43.36,32.36,65.95,62.29,51.9,46.41,53.74,47.02,15.26,19.541,39.69,19.541,23.81,40.92,38.47,51.91,44.58,51.29,26.26,39.69,43.36,32.36,65.95,62.29,51.9,46.41,53.74,47.02,15.26,19.541,39.69
147,18.321,23.2,40.92,37.86,51.3,44.58,51.29,26.26,38.47,43.36,32.98,65.95,61.68,51.9,45.8,53.74,46.41,15.26,18.321,38.47,18.321,23.2,40.92,37.86,51.3,44.58,51.29,26.26,38.47,43.36,32.98,65.95,61.68,51.9,45.8,53.74,46.41,15.26,18.321,38.47
148,18.931,23.81,40.92,38.47,50.69,45.19,50.68,26.26,38.47,43.36,32.98,65.95,62.9,51.9,45.8,53.74,45.8,15.87,18.931,38.47,18.931,23.81,40.92,38.47,50.69,45.19,50.68,26.26,38.47,43.36,32.98,65.95,62.9,51.9,45.8,53.74,45.8,15.87,18.931,38.47
149,18.321,23.2,41.53,38.47,50.69,45.19,50.07,25.65,38.47,42.75,32.36,65.95,61.68,52.51,45.8,53.74,45.8,14.65,18.321,38.47,18.321,23.2,41.53,38.47,50.69,45.19,50.07,25.65,38.47,42.75,32.36,65.95,61.68,52.51,45.8,53.74,45.8,14.65,18.321,38.47
150,18.321,23.2,41.53,38.47,50.07,45.19,50.68,25.65,39.08,42.75,32.36,65.34,61.68,51.9,45.19,53.74,45.19,14.65,18.321,39.08,18.321,23.2,41.53,38.47,50.07,45.19,50.68,25.65,39.08,42.75,32.36,65.34,61.68,51.9,45.19,53.74,45.19,14.65,18.321,39.08
151,18.321,23.2,42.14,38.47,49.46,45.19,50.68,25.65,39.08,42.75,32.36,65.34,61.07,51.9,44.58,53.13,45.19,14.04,18.321,39.08,18.321,23.2,42.14,38.47,49.46,45.19,50.68,25.65,39.08,42.75,32.36,65.34,61.07,51.9,44.58,53.13,45.19,14.04,18.321,39.08
152,18.321,23.2,42.14,39.08,49.46,45.8,50.68,25.65,38.47,42.14,31.75,64.73,61.07,51.29,44.58,53.13,45.19,14.04,18.321,38.47,18.321,23.2,42.14,39.08,49.46,45.8,50.68,25.65,38.47,42.14,31.75,64.73,61.07,51.29,44.58,53.13,45.19,14.04,18.321,38.47
153,17.711,23.2,42.14,38.47,48.85,45.8,50.07,25.04,39.08,42.14,32.36,64.73,60.46,51.29,44.58,53.13,45.19,12.82,17.711,39.08,17.711,23.2,42.14,38.47,48.85,45.8,50.07,25.04,39.08,42.14,32.36,64.73,60.46,51.29,44.58,53.13,45.19,12.82,17.711,39.08
154,17.711,23.2,42.14,38.47,48.24,45.19,50.07,25.04,39.08,41.53,32.36,64.12,59.85,51.29,43.97,52.52,44.58,12.82,17.711,39.08,17.711,23.2,42.14,38.47,48.24,45.19,50.07,25.04,39.08,41.53,32.36,64.12,59.85,51.29,43.97,52.52,44.58,12.82,17.711,39.08
155,17.711,22.59,42.75,38.47,48.24,45.8,50.07,25.04,39.08,41.53,32.36,64.12,59.24,50.07,43.97,52.52,43.97,14.04,17.711,39.08,17.711,22.59,42.75,38.47,48.24,45.8,50.07,25.04,39.08,41.53,32.36,64.12,59.24,50.07,43.97,52.52,43.97,14.04,17.711,39.08
156,17.101,22.59,42.75,38.47,47.63,46.41,50.07,24.43,38.47,41.53,31.75,63.51,59.85,50.07,43.36,53.13,43.97,13.43,17.101,38.47,17.101,22.59,42.75,38.47,47.63,46.41,50.07,24.43,38.47,41.53,31.75,63.51,59.85,50.07,43.36,53.13,43.97,13.43,17.101,38.47
157,17.711,22.59,42.75,38.47,47.02,46.41,50.07,24.43,39.08,40.92,32.36,63.51,59.24,50.07,43.36,52.52,43.36,12.82,17.711,39.08,17.711,22.59,42.75,38.47,47.02,46.41,50.07,24.43,39.08,40.92,32.36,63.51,59.24,50.07,43.36,52.52,43.36,12.82,17.711,39.08
158,17.711,22.59,42.75,39.08,46.41,47.02,49.46,24.43,38.47,40.92,31.75,63.51,59.24,49.46,43.36,52.52,42.75,12.82,17.711,38.47,17.711,22.59,42.75,39.08,46.41,47.02,49.46,24.43,38.47,40.92,31.75,63.51,59.24,49.46,43.36,52.52,42.75,12.82,17.711,38.47
159,16.491,22.59,43.36,38.47,45.8,46.41,49.46,23.82,39.08,40.92,31.14,63.51,59.85,49.46,43.36,52.52,42.14,13.43,16.491,39.08,16.491,22.59,43.36,38.47,45.8,46.41,49.46,23.82,39.08,40.92,31.14,63.51,59.85,49.46,43.36,52.52,42.14,13.43,16.491,39.08
160,17.101,22.59,43.36,38.47,45.8,47.02,48.85,24.43,38.47,40.31,31.75,63.51,59.24,49.46,42.75,52.52,42.14,12.82,17.101,38.47,17.101,22.59,43.36,38.47,45.8,47.02,48.85,24.43,38.47,40.31,31.75,63.51,59.24,49.46,42.75,52.52,42.14,12.82,17.101,38.47
161,16.491,21.98,43.36,38.47,45.19,47.02,48.85,24.43,39.08,40.31,31.14,62.9,59.24,49.46,42.14,51.91,41.53,12.21,16.491,39.08,16.491,21.98,43.36,38.47,45.19,47.02,48.85,24.43,39.08,40.31,31.14,62.9,59.24,49.46,42.14,51.91,41.53,12.21,16.491,39.08
162,16.491,21.98,43.36,38.47,43.97,47.02,48.85,23.82,39.08,39.7,31.14,62.9,59.24,48.85,42.14,52.52,41.53,12.21,16.491,39.08,16.491,21.98,43.36,38.47,43.97,47.02,48.85,23.82,39.08,39.7,31.14,62.9,59.24,48.85,42.14,52.52,41.53,12.21,16.491,39.08
